,supplier_id,sales_growth,profit_margin,normalised_ebita_margin,net_profit_margin,net_worth,working_capital,receivable_day,inventory_days,payable_days,cash_equivalents,current_liabilities,total_debts,net_income,cashflow_stability,is_client_on_CRB,statements_status,economic_sensitivity,capital_intensity,utilization_capacity,market_growth,is_litigation_issues,how_regulated,is_there_competition,how_competitive,how_mature,is_industry_performing,is_industry_risky,are_there_structures,is_business_technical,how_technical,how_managed,is_it_one_man_show,is_there_controls,has_experience,times_supplied_before,st_debt,total_liabilities,current_ratio,interest_expense,equity,total_current_assets,stability,how_diverse,product_substitution,scoring_time
814,815,0.11,0.6,0.6,0.0026,0.34,14908267,33,4,24,45,34,34,5,17,54,80,medium,medium,high,medium,False,medium,True,problematic,problematic,False,True,False,True,Yearly,Never,False,True,True,Seldom,34,0.34,0.96,6.0,34,3.4,weak,problematic,problematic,2022-07-22 10:51:29.985550
815,816,0.82,0.78,0.12,0.0095,0.28,50492728,20,36,71,58,28,84,80,29,30,63,problematic,high,weak,high,True,high,False,high,medium,True,True,False,True,Once,Yearly,True,True,True,Daily,28,0.28,2.84,17.75,28,2.8,problematic,high,medium,2022-07-22 10:51:29.985550
816,817,0.34,0.91,0.89,0.005,0.33,80231745,80,39,95,95,33,94,41,29,77,50,weak,high,outstanding,high,True,high,True,medium,problematic,False,False,True,True,Never,Yearly,False,True,False,Seldom,33,0.33,3.8,23.75,33,3.3,weak,medium,problematic,2022-07-22 10:51:29.985550
817,818,0.3,0.69,0.26,0.0019,0.24,78932444,67,66,58,9,24,42,96,41,99,22,high,medium,weak,medium,True,medium,False,medium,problematic,False,True,True,True,Daily,Never,True,False,False,Often,24,0.24,2.32,14.5,24,2.4,problematic,medium,problematic,2022-07-22 10:51:29.985550
818,819,0.75,0.83,0.02,0.0068,0.34,69729757,54,52,47,75,34,89,65,91,50,70,weak,high,outstanding,high,True,high,False,problematic,problematic,False,True,True,False,Once,Monthly,False,False,False,Yearly,34,0.34,1.88,11.75,34,3.4,high,problematic,problematic,2022-07-22 10:51:29.985550
819,820,0.28,0.59,0.01,0.0034999999999999,0.85,78310961,25,12,83,9,85,52,57,31,82,9,medium,medium,problematic,medium,False,medium,False,problematic,problematic,False,True,True,False,Weekly,Daily,False,True,True,Often,85,0.85,3.32,20.75,85,8.5,problematic,problematic,problematic,2022-07-22 10:51:29.985550
820,821,0.77,0.62,0.97,0.003,0.92,6398430,88,68,45,62,92,11,25,85,79,4,outstanding,high,outstanding,high,False,high,True,medium,problematic,False,False,True,False,Seldom,Once,True,True,False,Monthly,92,0.92,1.8,11.25,92,9.2,outstanding,medium,problematic,2022-07-22 10:51:29.985550
821,822,0.59,0.51,1.0,0.0089,0.82,13210469,66,8,89,23,82,41,92,8,58,39,weak,outstanding,medium,outstanding,True,outstanding,False,outstanding,problematic,True,True,True,False,Weekly,Often,False,False,True,Never,82,0.82,3.56,22.25,82,8.2,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
822,823,0.99,0.26,0.29,0.0003,0.16,63039449,46,62,79,46,16,44,63,42,27,87,high,weak,medium,weak,True,weak,True,medium,outstanding,False,True,False,True,Monthly,Seldom,False,False,False,Daily,16,0.16,3.16,19.75,16,1.6,problematic,medium,outstanding,2022-07-22 10:51:29.985550
823,824,0.23,0.41,0.65,0.0086,0.53,56459707,44,98,14,94,53,78,3,78,20,70,problematic,outstanding,weak,outstanding,False,outstanding,True,problematic,problematic,False,True,True,False,Seldom,Monthly,False,False,False,Weekly,53,0.53,0.56,3.5,53,5.3,problematic,problematic,problematic,2022-07-22 10:51:29.985550
824,825,0.25,0.74,0.92,0.0097,0.49,48740952,58,10,56,57,49,72,23,82,17,14,outstanding,problematic,medium,problematic,False,problematic,False,weak,high,False,False,True,True,Often,Once,False,False,False,Often,49,0.49,2.24,14.0,49,4.9,problematic,weak,high,2022-07-22 10:51:29.985550
825,826,0.29,0.23,0.31,0.0008,0.59,22193640,65,93,79,96,59,88,18,22,2,88,problematic,medium,high,medium,False,medium,True,problematic,problematic,False,True,False,True,Monthly,Seldom,False,False,True,Weekly,59,0.59,3.16,19.75,59,5.9,problematic,problematic,problematic,2022-07-22 10:51:29.985550
826,827,0.27,0.53,0.47,0.0064,0.41,58795487,40,42,1,45,41,58,85,6,3,91,problematic,problematic,medium,problematic,False,problematic,False,problematic,weak,False,False,False,True,Often,Often,False,False,True,Yearly,41,0.41,0.04,0.25,41,4.1,high,problematic,weak,2022-07-22 10:51:29.985550
827,828,0.53,0.19,0.2,0.0046999999999999,0.12,74047077,13,18,77,23,12,25,71,46,84,94,weak,weak,outstanding,weak,False,weak,True,high,weak,False,True,True,True,Once,Weekly,False,False,True,Monthly,12,0.12,3.08,19.25,12,1.2,outstanding,high,weak,2022-07-22 10:51:29.985550
828,829,0.64,0.94,0.21,0.0033,0.35,57028638,65,47,22,74,35,24,33,72,57,95,high,high,outstanding,high,False,high,True,problematic,high,True,True,True,False,Often,Daily,False,False,True,Yearly,35,0.35,0.88,5.5,35,3.5,high,problematic,high,2022-07-22 10:51:29.985550
829,830,0.99,0.47,0.26,0.0012,0.41,71247101,57,45,75,18,41,88,56,15,83,81,weak,weak,outstanding,weak,False,weak,False,weak,problematic,False,False,True,False,Once,Monthly,False,True,True,Weekly,41,0.41,3.0,18.75,41,4.1,problematic,weak,problematic,2022-07-22 10:51:29.985550
830,831,0.9,0.7,0.72,0.0019,0.17,73723555,98,46,68,56,17,87,9,74,72,98,problematic,outstanding,problematic,outstanding,False,outstanding,True,outstanding,problematic,True,False,True,True,Never,Seldom,True,True,True,Never,17,0.17,2.72,17.0,17,1.7,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
831,832,0.98,0.93,0.22,0.0096,0.24,12540523,14,60,2,47,24,29,5,63,68,6,outstanding,weak,high,weak,True,weak,False,high,weak,False,False,True,True,Often,Weekly,False,False,True,Once,24,0.24,0.08,0.5,24,2.4,problematic,high,weak,2022-07-22 10:51:29.985550
832,833,0.04,0.44,0.94,0.005,0.61,74645179,1,37,28,23,61,83,38,60,96,35,medium,outstanding,weak,outstanding,True,outstanding,False,weak,problematic,True,True,True,True,Monthly,Daily,True,True,True,Never,61,0.61,1.12,7.0,61,6.1,problematic,weak,problematic,2022-07-22 10:51:29.985550
833,834,0.68,0.9,0.64,0.0068,0.16,50564686,7,44,23,36,16,16,29,99,66,43,outstanding,high,problematic,high,False,high,True,weak,outstanding,False,True,False,False,Often,Yearly,False,True,True,Weekly,16,0.16,0.92,5.75,16,1.6,problematic,weak,outstanding,2022-07-22 10:51:29.985550
834,835,0.43,0.32,0.65,0.0095,0.56,88384575,2,38,46,65,56,85,52,4,4,54,outstanding,weak,outstanding,weak,False,weak,True,high,weak,True,True,True,False,Often,Often,True,True,True,Yearly,56,0.56,1.84,11.5,56,5.6,high,high,weak,2022-07-22 10:51:29.985550
835,836,0.59,0.67,0.37,0.005,0.52,75600292,14,19,24,48,52,48,2,86,67,28,high,high,high,high,False,high,False,problematic,outstanding,False,True,True,True,Never,Daily,False,True,True,Often,52,0.52,0.96,6.0,52,5.2,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
836,837,0.34,0.48,0.67,0.0096,0.23,56525478,77,67,25,12,23,2,42,77,22,43,outstanding,medium,problematic,medium,True,medium,False,high,problematic,False,False,False,False,Once,Monthly,True,False,False,Daily,23,0.23,1.0,6.25,23,2.3,problematic,high,problematic,2022-07-22 10:51:29.985550
837,838,0.44,0.14,0.5,0.0013,0.31,39507833,58,45,2,37,31,15,83,93,52,19,medium,outstanding,medium,outstanding,False,outstanding,True,outstanding,problematic,False,True,True,True,Monthly,Once,True,False,False,Weekly,31,0.31,0.08,0.5,31,3.1,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
838,839,0.69,0.91,0.52,0.0089,0.04,5841346,30,15,84,18,4,76,74,8,9,15,outstanding,problematic,weak,problematic,True,problematic,True,high,problematic,False,True,False,False,Weekly,Weekly,False,True,False,Often,4,0.04,3.36,21.0,4,0.4,problematic,high,problematic,2022-07-22 10:51:29.985550
839,840,0.47,0.4,0.12,0.0034,0.26,20767881,18,51,97,60,26,65,85,37,45,49,high,weak,outstanding,weak,False,weak,False,high,problematic,True,False,True,True,Monthly,Seldom,False,False,False,Often,26,0.26,3.88,24.25,26,2.6,problematic,high,problematic,2022-07-22 10:51:29.985550
840,841,0.58,0.12,0.91,0.0089,0.59,70769208,67,53,20,11,59,44,67,82,62,69,outstanding,medium,high,medium,False,medium,False,high,weak,True,True,True,True,Yearly,Monthly,False,False,True,Often,59,0.59,0.8,5.0,59,5.9,problematic,high,weak,2022-07-22 10:51:29.985550
841,842,0.59,0.79,0.47,0.0039,0.19,62018332,83,72,59,53,19,85,55,77,8,8,high,medium,problematic,medium,False,medium,False,problematic,problematic,False,True,True,False,Once,Seldom,False,True,False,Often,19,0.19,2.36,14.75,19,1.9,problematic,problematic,problematic,2022-07-22 10:51:29.985550
842,843,0.18,0.3,0.72,0.0023,0.66,28056296,16,98,41,94,66,19,71,52,99,17,outstanding,outstanding,high,outstanding,False,outstanding,False,outstanding,medium,False,False,False,True,Weekly,Daily,True,False,False,Weekly,66,0.66,1.64,10.25,66,6.6,problematic,outstanding,medium,2022-07-22 10:51:29.985550
843,844,0.96,0.47,0.25,0.0005,0.96,26977952,19,82,93,98,96,11,64,61,88,34,high,problematic,problematic,problematic,False,problematic,False,problematic,problematic,False,False,False,True,Daily,Yearly,True,True,True,Never,96,0.96,3.72,23.25,96,9.6,problematic,problematic,problematic,2022-07-22 10:51:29.985550
844,845,0.28,0.66,0.41,0.0056999999999999,0.88,52973170,32,56,78,21,88,84,39,21,19,29,problematic,medium,weak,medium,False,medium,False,problematic,problematic,False,False,False,True,Never,Often,False,False,True,Yearly,88,0.88,3.12,19.5,88,8.8,high,problematic,problematic,2022-07-22 10:51:29.985550
845,846,0.17,0.09,0.38,0.0011,0.55,50164250,82,88,59,14,55,97,54,47,48,33,medium,problematic,problematic,problematic,False,problematic,False,problematic,outstanding,False,False,True,True,Once,Monthly,False,False,False,Often,55,0.55,2.36,14.75,55,5.5,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
846,847,0.13,0.14,0.66,0.0083,0.04,67085591,8,41,16,55,4,63,89,73,47,88,weak,outstanding,outstanding,outstanding,True,outstanding,True,problematic,problematic,True,True,True,False,Weekly,Weekly,False,True,True,Once,4,0.04,0.64,4.0,4,0.4,problematic,problematic,problematic,2022-07-22 10:51:29.985550
847,848,0.41,0.81,0.89,0.004,0.78,94113261,100,100,18,4,78,6,9,34,27,74,problematic,problematic,high,problematic,False,problematic,False,medium,problematic,True,True,True,True,Never,Often,True,True,False,Monthly,78,0.78,0.72,4.5,78,7.8,outstanding,medium,problematic,2022-07-22 10:51:29.985550
848,849,0.97,0.24,0.5,0.0028,0.41,12518701,24,59,12,79,41,78,90,29,76,54,high,weak,medium,weak,False,weak,False,problematic,problematic,False,True,False,True,Yearly,Seldom,False,True,False,Weekly,41,0.41,0.48,3.0,41,4.1,problematic,problematic,problematic,2022-07-22 10:51:29.985550
849,850,0.59,0.46,0.51,0.0093999999999999,0.76,94586754,11,84,94,53,76,73,99,79,38,64,weak,weak,medium,weak,True,weak,True,high,problematic,False,True,False,False,Never,Never,False,False,False,Yearly,76,0.76,3.76,23.5,76,7.6,high,high,problematic,2022-07-22 10:51:29.985550
850,851,0.81,0.87,0.95,0.0072,0.96,71649844,80,19,44,65,96,74,86,76,34,43,problematic,medium,weak,medium,False,medium,False,high,problematic,True,False,False,True,Once,Yearly,False,True,False,Often,96,0.96,1.76,11.0,96,9.6,problematic,high,problematic,2022-07-22 10:51:29.985550
851,852,0.36,0.7,0.09,0.005,0.38,706978,90,35,56,1,38,84,94,52,60,31,medium,high,high,high,False,high,True,high,outstanding,False,True,False,True,Seldom,Weekly,False,True,True,Monthly,38,0.38,2.24,14.0,38,3.8,outstanding,high,outstanding,2022-07-22 10:51:29.985550
852,853,0.66,0.82,0.99,0.0013,0.84,4171940,1,1,88,30,84,90,72,5,24,38,problematic,high,outstanding,high,True,high,True,problematic,problematic,True,False,True,True,Weekly,Yearly,False,False,True,Daily,84,0.84,3.52,22.0,84,8.4,problematic,problematic,problematic,2022-07-22 10:51:29.985550
853,854,0.18,0.34,0.1,0.0075,0.25,74687468,82,17,64,22,25,25,38,100,95,5,medium,problematic,weak,problematic,True,problematic,False,problematic,problematic,False,True,True,False,Weekly,Never,False,False,True,Seldom,25,0.25,2.56,16.0,25,2.5,weak,problematic,problematic,2022-07-22 10:51:29.985550
854,855,0.15,0.7,0.23,0.0095,0.48,36092366,4,65,28,91,48,59,16,29,93,58,problematic,problematic,problematic,problematic,True,problematic,False,problematic,weak,False,True,True,False,Daily,Daily,False,True,False,Yearly,48,0.48,1.12,7.0,48,4.8,high,problematic,weak,2022-07-22 10:51:29.985550
855,856,0.04,0.93,0.08,0.0036,0.89,56822627,35,72,18,47,89,21,15,86,37,24,medium,weak,high,weak,False,weak,False,weak,problematic,True,True,False,True,Daily,Often,True,False,False,Once,89,0.89,0.72,4.5,89,8.9,problematic,weak,problematic,2022-07-22 10:51:29.985550
856,857,0.67,0.71,0.31,0.0024,0.88,12171918,96,80,7,73,88,35,72,97,34,86,outstanding,problematic,high,problematic,False,problematic,True,problematic,weak,False,True,True,True,Yearly,Seldom,False,False,True,Monthly,88,0.88,0.28,1.75,88,8.8,outstanding,problematic,weak,2022-07-22 10:51:29.985550
857,858,1.0,0.64,0.03,0.0013,0.69,37098687,79,61,52,69,69,42,73,67,37,84,high,weak,medium,weak,True,weak,False,outstanding,problematic,True,False,True,False,Never,Seldom,False,True,True,Never,69,0.69,2.08,13.0,69,6.9,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
858,859,0.4,0.74,0.69,0.0055,0.04,13984629,18,61,20,54,4,50,91,41,4,4,problematic,outstanding,medium,outstanding,True,outstanding,False,medium,medium,True,False,False,False,Often,Yearly,True,True,False,Yearly,4,0.04,0.8,5.0,4,0.4,high,medium,medium,2022-07-22 10:51:29.985550
859,860,0.26,0.64,0.08,0.0098,0.18,37056487,85,4,43,83,18,53,68,1,21,27,high,medium,weak,medium,True,medium,False,problematic,medium,True,True,True,False,Seldom,Yearly,False,True,True,Once,18,0.18,1.72,10.75,18,1.8,problematic,problematic,medium,2022-07-22 10:51:29.985550
860,861,0.88,0.26,0.35,0.0076,0.77,99854092,88,77,86,74,77,94,91,26,91,4,high,medium,problematic,medium,True,medium,True,problematic,medium,True,False,False,False,Seldom,Yearly,False,True,True,Once,77,0.77,3.44,21.5,77,7.7,problematic,problematic,medium,2022-07-22 10:51:29.985550
861,862,0.59,0.99,0.41,0.0001,0.41,39715913,77,52,20,76,41,18,77,13,10,60,medium,weak,problematic,weak,False,weak,True,problematic,medium,True,True,False,False,Yearly,Yearly,False,False,False,Once,41,0.41,0.8,5.0,41,4.1,problematic,problematic,medium,2022-07-22 10:51:29.985550
862,863,0.96,1.0,0.32,0.0052,0.13,15488906,70,79,66,45,13,98,91,18,70,62,outstanding,problematic,weak,problematic,False,problematic,True,problematic,medium,True,False,False,False,Once,Often,True,True,True,Daily,13,0.13,2.64,16.5,13,1.3,problematic,problematic,medium,2022-07-22 10:51:29.985550
863,864,0.09,0.67,0.4,0.01,0.59,52106509,45,87,89,85,59,60,16,64,35,77,high,medium,medium,medium,False,medium,True,problematic,problematic,True,True,True,False,Weekly,Daily,True,True,False,Monthly,59,0.59,3.56,22.25,59,5.9,outstanding,problematic,problematic,2022-07-22 10:51:29.985550
864,865,0.76,0.39,0.87,0.0008,0.23,68415220,49,57,99,25,23,7,64,35,44,15,outstanding,outstanding,problematic,outstanding,False,outstanding,False,weak,weak,False,False,False,False,Seldom,Weekly,True,True,False,Monthly,23,0.23,3.96,24.75,23,2.3,outstanding,weak,weak,2022-07-22 10:51:29.985550
865,866,0.03,1.0,0.29,0.0075,0.29,85869327,91,94,23,68,29,98,3,81,100,80,medium,outstanding,high,outstanding,True,outstanding,True,problematic,problematic,False,False,True,False,Monthly,Once,False,True,True,Seldom,29,0.29,0.92,5.75,29,2.9,weak,problematic,problematic,2022-07-22 10:51:29.985550
866,867,0.89,0.83,0.56,0.001,0.53,25205137,30,64,70,67,53,62,62,39,42,42,high,medium,outstanding,medium,False,medium,False,problematic,high,False,False,False,True,Weekly,Yearly,False,False,True,Yearly,53,0.53,2.8,17.5,53,5.3,high,problematic,high,2022-07-22 10:51:29.985550
867,868,0.67,0.27,0.97,0.0092,0.23,84209991,2,31,77,53,23,66,36,3,55,57,high,weak,outstanding,weak,False,weak,False,outstanding,medium,True,False,False,False,Daily,Daily,False,True,True,Yearly,23,0.23,3.08,19.25,23,2.3,high,outstanding,medium,2022-07-22 10:51:29.985550
868,869,0.19,0.11,0.72,0.0043,0.43,23067046,9,45,25,52,43,91,23,85,24,36,outstanding,problematic,problematic,problematic,False,problematic,True,weak,high,False,False,False,True,Yearly,Yearly,False,True,False,Seldom,43,0.43,1.0,6.25,43,4.3,weak,weak,high,2022-07-22 10:51:29.985550
869,870,0.93,0.53,0.48,0.0053,0.27,72971584,23,24,57,1,27,93,68,69,76,47,outstanding,weak,outstanding,weak,False,weak,True,problematic,outstanding,True,False,True,False,Weekly,Yearly,True,True,False,Often,27,0.27,2.28,14.25,27,2.7,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
870,871,0.75,0.1,0.44,0.0077,0.99,16588617,31,95,32,37,99,9,99,45,58,36,problematic,medium,outstanding,medium,False,medium,False,medium,weak,True,False,False,False,Weekly,Weekly,True,False,True,Yearly,99,0.99,1.28,8.0,99,9.9,high,medium,weak,2022-07-22 10:51:29.985550
871,872,0.99,0.9,0.03,0.0043,0.65,35180222,98,19,7,97,65,56,7,30,53,15,outstanding,weak,high,weak,False,weak,False,problematic,problematic,True,True,False,True,Weekly,Daily,True,True,False,Often,65,0.65,0.28,1.75,65,6.5,problematic,problematic,problematic,2022-07-22 10:51:29.985550
872,873,0.93,0.61,0.03,0.0097,0.01,35781335,46,78,55,76,1,20,23,73,9,5,weak,outstanding,problematic,outstanding,True,outstanding,False,medium,medium,False,True,False,True,Weekly,Weekly,False,True,True,Weekly,1,0.01,2.2,13.75,1,0.1,problematic,medium,medium,2022-07-22 10:51:29.985550
873,874,0.88,0.29,0.36,0.0063,0.76,26898386,39,50,71,59,76,55,90,20,30,3,high,weak,weak,weak,True,weak,False,outstanding,problematic,False,True,True,False,Often,Never,False,False,True,Often,76,0.76,2.84,17.75,76,7.6,problematic,outstanding,problematic,2022-07-22 10:51:29.985550
874,875,0.81,0.13,0.88,0.0042,0.83,38967931,99,28,19,88,83,3,67,81,55,22,medium,high,medium,high,True,high,False,medium,problematic,True,True,True,True,Once,Often,False,True,True,Seldom,83,0.83,0.76,4.75,83,8.3,weak,medium,problematic,2022-07-22 10:51:29.985550
875,876,0.98,0.14,0.18,0.0062,0.38,70225795,42,53,26,74,38,76,77,20,17,20,outstanding,problematic,weak,problematic,False,problematic,False,problematic,problematic,False,True,False,True,Yearly,Seldom,False,False,False,Never,38,0.38,1.04,6.5,38,3.8,problematic,problematic,problematic,2022-07-22 10:51:29.985550
876,877,0.39,0.88,0.22,0.0019,0.48,93341431,26,99,42,20,48,61,9,95,5,30,high,outstanding,high,outstanding,True,outstanding,False,outstanding,problematic,False,True,False,False,Seldom,Daily,False,True,True,Seldom,48,0.48,1.68,10.5,48,4.8,weak,outstanding,problematic,2022-07-22 10:51:29.985550
877,878,0.84,0.93,0.64,0.0043,0.8,33052703,53,68,10,71,80,76,8,12,87,66,problematic,outstanding,outstanding,outstanding,True,outstanding,False,problematic,problematic,True,False,True,False,Monthly,Yearly,False,False,False,Never,80,0.8,0.4,2.5,80,8.0,problematic,problematic,problematic,2022-07-22 10:51:29.985550
878,879,0.03,0.61,0.68,0.0014,0.57,70134355,57,47,13,13,57,99,33,62,3,93,medium,high,high,high,True,high,False,problematic,problematic,False,True,True,False,Never,Weekly,False,True,False,Once,57,0.57,0.52,3.25,57,5.7,problematic,problematic,problematic,2022-07-22 10:51:29.985550
879,880,0.81,0.24,0.92,0.009,0.84,17810167,84,39,30,23,84,42,66,73,24,72,medium,medium,outstanding,medium,False,medium,False,problematic,high,True,False,False,True,Often,Weekly,False,True,True,Yearly,84,0.84,1.2,7.5,84,8.4,high,problematic,high,2022-07-22 10:51:29.985550
880,881,0.8,0.17,0.89,0.0088,0.88,57920997,100,100,29,83,88,50,76,33,3,71,weak,high,medium,high,True,high,False,high,problematic,True,True,False,True,Never,Yearly,False,False,False,Monthly,88,0.88,1.16,7.25,88,8.8,outstanding,high,problematic,2022-07-22 10:51:29.985550
881,882,0.38,0.06,0.23,0.0056,0.43,51852638,97,41,67,31,43,15,86,18,69,14,medium,weak,high,weak,True,weak,True,medium,high,False,True,False,True,Once,Monthly,True,True,False,Yearly,43,0.43,2.68,16.75,43,4.3,high,medium,high,2022-07-22 10:51:29.985550
882,883,0.85,0.56,1.0,0.0034999999999999,1.0,17690487,95,25,37,75,100,48,41,95,5,36,high,problematic,weak,problematic,True,problematic,False,problematic,outstanding,False,False,False,False,Yearly,Monthly,True,True,True,Weekly,100,1.0,1.48,9.25,100,10.0,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
883,884,0.73,0.16,0.49,0.0077,0.33,21600954,90,91,77,57,33,89,40,97,74,37,problematic,problematic,weak,problematic,False,problematic,False,weak,problematic,False,False,True,False,Once,Monthly,False,False,True,Monthly,33,0.33,3.08,19.25,33,3.3,outstanding,weak,problematic,2022-07-22 10:51:29.985550
884,885,0.82,0.11,0.65,0.0079,0.49,97535933,59,67,6,100,49,2,75,1,69,56,weak,medium,high,medium,True,medium,True,problematic,outstanding,False,True,False,False,Yearly,Once,True,True,True,Once,49,0.49,0.24,1.5,49,4.9,problematic,problematic,outstanding,2022-07-22 10:51:29.985550
885,886,0.58,0.99,0.82,0.0004,0.12,96000388,34,95,71,82,12,43,30,47,30,11,medium,high,weak,high,True,high,True,high,medium,True,False,True,False,Often,Seldom,True,True,True,Once,12,0.12,2.84,17.75,12,1.2,problematic,high,medium,2022-07-22 10:51:29.985550
886,887,0.2,0.25,0.1,0.0069,0.79,21863647,93,85,69,58,79,99,2,91,7,61,problematic,problematic,weak,problematic,False,problematic,False,medium,problematic,True,True,False,True,Never,Daily,False,True,True,Monthly,79,0.79,2.76,17.25,79,7.9,outstanding,medium,problematic,2022-07-22 10:51:29.985550
887,888,0.87,0.29,0.91,0.0060999999999999,0.18,66004381,19,93,8,4,18,8,76,57,65,29,outstanding,outstanding,outstanding,outstanding,True,outstanding,False,problematic,medium,True,False,False,False,Once,Weekly,True,False,True,Weekly,18,0.18,0.32,2.0,18,1.8,problematic,problematic,medium,2022-07-22 10:51:29.985550
888,889,0.28,0.33,0.95,0.0063,0.24,34863231,98,96,84,13,24,7,60,59,62,50,high,high,outstanding,high,False,high,True,medium,problematic,True,True,True,False,Never,Weekly,False,True,False,Monthly,24,0.24,3.36,21.0,24,2.4,outstanding,medium,problematic,2022-07-22 10:51:29.985550
889,890,0.72,0.89,0.66,0.0022,0.85,73669549,84,13,51,61,85,34,18,36,49,10,weak,medium,weak,medium,True,medium,True,problematic,problematic,False,False,True,True,Never,Never,False,True,True,Never,85,0.85,2.04,12.75,85,8.5,problematic,problematic,problematic,2022-07-22 10:51:29.985550
890,891,0.86,0.12,0.6,0.0069999999999999,0.8,86839222,86,62,51,80,80,80,17,46,53,100,weak,high,medium,high,True,high,False,problematic,problematic,False,True,True,True,Weekly,Often,False,True,False,Monthly,80,0.8,2.04,12.75,80,8.0,outstanding,problematic,problematic,2022-07-22 10:51:29.985550
891,892,0.98,0.07,0.77,0.0083,0.44,88238052,69,40,35,81,44,85,37,46,55,11,high,outstanding,weak,outstanding,True,outstanding,False,high,problematic,False,False,True,True,Weekly,Seldom,True,True,True,Never,44,0.44,1.4,8.75,44,4.4,problematic,high,problematic,2022-07-22 10:51:29.985550
892,893,0.16,0.57,0.86,0.0072,0.84,21906457,67,3,4,36,84,54,37,10,78,12,weak,outstanding,problematic,outstanding,False,outstanding,False,problematic,problematic,False,False,False,True,Weekly,Daily,True,True,True,Seldom,84,0.84,0.16,1.0,84,8.4,weak,problematic,problematic,2022-07-22 10:51:29.985550
893,894,0.88,0.78,0.81,0.0078,0.64,17438570,70,79,96,46,64,32,32,23,7,85,problematic,outstanding,weak,outstanding,True,outstanding,False,problematic,medium,True,True,True,True,Daily,Daily,False,False,True,Never,64,0.64,3.84,24.0,64,6.4,problematic,problematic,medium,2022-07-22 10:51:29.985550
894,895,0.52,0.5,0.53,0.001,0.75,48974202,99,1,15,69,75,79,97,77,53,41,outstanding,medium,problematic,medium,True,medium,False,weak,outstanding,False,True,True,False,Often,Seldom,True,False,True,Once,75,0.75,0.6,3.75,75,7.5,problematic,weak,outstanding,2022-07-22 10:51:29.985550
895,896,0.15,0.52,0.45,0.0002,0.91,87694054,32,15,48,74,91,17,80,87,81,4,weak,weak,medium,weak,True,weak,True,medium,medium,True,False,True,False,Weekly,Often,False,True,True,Daily,91,0.91,1.92,12.0,91,9.1,problematic,medium,medium,2022-07-22 10:51:29.985550
896,897,0.06,0.42,0.02,0.002,0.75,11601820,57,81,96,98,75,44,86,54,16,87,high,outstanding,weak,outstanding,False,outstanding,True,problematic,high,False,True,True,False,Never,Seldom,True,True,False,Never,75,0.75,3.84,24.0,75,7.5,problematic,problematic,high,2022-07-22 10:51:29.985550
897,898,0.19,0.64,0.06,0.0059,0.23,28504712,53,25,73,89,23,23,8,98,25,25,problematic,outstanding,outstanding,outstanding,True,outstanding,True,problematic,high,True,False,True,False,Once,Daily,True,False,True,Yearly,23,0.23,2.92,18.25,23,2.3,high,problematic,high,2022-07-22 10:51:29.985550
898,899,0.88,0.13,0.69,0.0064,0.42,64235595,14,40,65,70,42,98,24,91,68,20,outstanding,problematic,medium,problematic,True,problematic,True,high,outstanding,False,True,False,False,Weekly,Daily,False,True,True,Once,42,0.42,2.6,16.25,42,4.2,problematic,high,outstanding,2022-07-22 10:51:29.985550
899,900,0.29,0.91,0.42,0.0028,0.45,94127558,90,66,67,65,45,54,17,72,1,57,outstanding,weak,weak,weak,False,weak,False,medium,high,False,True,False,True,Monthly,Seldom,False,True,False,Monthly,45,0.45,2.68,16.75,45,4.5,outstanding,medium,high,2022-07-22 10:51:29.985550
900,901,0.96,0.44,0.89,0.0077,0.32,58750526,18,30,75,94,32,93,56,70,68,49,weak,medium,outstanding,medium,True,medium,True,weak,high,True,True,True,True,Daily,Seldom,True,True,False,Never,32,0.32,3.0,18.75,32,3.2,problematic,weak,high,2022-07-22 10:51:29.985550
901,902,0.62,0.57,0.19,0.0098,0.76,33277129,32,76,13,86,76,21,16,100,64,89,outstanding,outstanding,weak,outstanding,False,outstanding,False,weak,problematic,False,False,False,False,Never,Monthly,True,True,False,Monthly,76,0.76,0.52,3.25,76,7.6,outstanding,weak,problematic,2022-07-22 10:51:29.985550
902,903,0.73,0.11,0.26,0.0072,0.34,5747118,3,41,90,77,34,83,69,35,3,78,high,outstanding,problematic,outstanding,True,outstanding,False,medium,weak,True,False,False,True,Often,Monthly,False,False,True,Yearly,34,0.34,3.6,22.5,34,3.4,high,medium,weak,2022-07-22 10:51:29.985550
903,904,0.72,0.76,0.11,0.0045,0.05,68836177,50,14,36,53,5,11,5,11,89,80,problematic,high,problematic,high,True,high,False,medium,problematic,False,True,False,True,Often,Once,True,True,True,Often,5,0.05,1.44,9.0,5,0.5,problematic,medium,problematic,2022-07-22 10:51:29.985550
